Chord,Note
A-major triad,E5
D-minor triad,D5
D-minor triad,A4
F-major triad,A4
G-minor triad,B-4
D-minor triad,A4
G-minor seventh chord,G4
C-major triad,G4
F-major triad,F4
F-major triad,A4
E-all-interval tetrachord,B4
C-major triad,C5
E-minor seventh chord,B4
F-major triad,A4
B-half-diminished seventh chord,D5
A-minor triad,C5
B-half-diminished seventh chord,B4
A-quartal trichord,B4
Major Third with octave doublings above A,A4
D-minor triad,A4
D-minor triad,A4
G-major triad,G4
D-major-second minor tetrachord,F4
E-dominant seventh chord,E4
D-major triad,D4
C-major triad,G4
C-major triad,G4
F-major seventh chord,A4
G-dominant seventh chord,G4
D-minor triad,A4
B-diminished triad,B4
C-major triad,C5
C-quartal trichord,C5
G-incomplete dominant-seventh chord,B4
C-major triad,C5
G-major triad,D5
E-major triad,E5
A-minor triad,C5
E-minor triad,B4
C-major triad,C5
G-major triad,D5
D-major triad,A4
B-minor triad,D5
E-incomplete minor-seventh chord,D5
C-major triad,C5
G-major triad,B4
A-minor seventh chord,A4
D-major triad,A4
D-tritone quartal tetrachord,G4
G-major triad,G4
C-major triad,C5
C-major triad,C5
G-major triad,B4
C-major triad,C5
F-major-second major tetrachord,A4
D-minor triad,D5
E-half-diminished seventh chord,D5
A-major triad,C#5
D-major triad,D5
G-major triad,D5
C-dominant seventh chord,E5
F-major triad,C5
G-dominant seventh chord,B4
C-major triad,C5
G-major triad,D5
D-major triad,A4
B-minor triad,D5
E-minor seventh chord,D5
A-minor triad,C5
G-major triad,B4
A-quartal tetramirror,A4
G-quartal trichord,A4
D-major triad,A4
D-tritone quartal tetrachord,G4
G-major triad,G4
G-minor triad,D5
F-major triad,F5
Bb-major triad,D5
D-dominant seventh chord,D5
G-minor triad,D5
D-major triad,D5
Eb-major triad,E-5
Bb-major-second major tetrachord,D5
C-minor seventh chord,C5
F-major triad,C5
Bb-major triad,B-4
Bb-major triad,D5
Bb-major triad,F5
F-major triad,C5
F-major triad,C5
C-minor triad,C5
C-minor triad,G4
G-minor triad,B-4
D-major triad,A4
G-minor triad,G4
G-minor triad,D5
F-major triad,F5
Bb-major triad,D5
D-incomplete minor-seventh chord,D5
Bb-major triad,D5
D-major triad,D5
Eb-major seventh chord,E-5
Bb-major triad,D5
C-minor seventh chord,C5
Bb-quartal trichord,C5
Bb-major triad,B-4
Major Seventeenth above Bb,D5
Minor Third with octave doublings above D,F5
F-major triad,C5
G-quartal tetramirror,C5
F-major triad,C5
C-incomplete dominant-seventh chord,C5
Minor Third with octave doublings above A,C5
C-major triad,G4
F#-diminished triad,A4
G-minor triad,B-4
D-minor triad,A4
G-dominant seventh chord,G4
C-major-second minor tetrachord,G4
C-minor triad,G4
G-major triad,G4
D-major triad,D5
D-major triad,A4
G-major triad,B4
C#-tritone-fourth,C#5
D-major triad,D5
D-major-second major tetrachord,E5
D-augmented triad,F#5
A#-diminished triad,E5
B-minor triad,D5
A-major triad,C#5
D-major triad,D5
D-major triad,F#5
A-major triad,E5
B-minor triad,D5
C#-diminished triad,C#5
E-minor seventh chord,B4
F#-minor triad,A4
G-major seventh chord,B4
C#-diminished triad,C#5
E-incomplete minor-seventh chord,D5
A#-diminished seventh chord,E5
F#-dominant seventh chord,E5
G-major triad,D5
C#-half-diminished seventh chord,C#5
Minor Third with octave doublings above B,B4
B-minor triad,F#5
E-minor seventh chord,G5
A-major triad,E5
D-major seventh chord,F#5
G-major triad,D5
E-minor triad,E5
F#-major triad,F#5
B-minor triad,B4
B-minor triad,F#5
E-minor seventh chord,G5
A-major triad,E5
D-major seventh chord,F#5
G-major triad,D5
E-minor triad,E5
F#-quartal tetramirror,F#5
E-minor triad,B4
B-minor triad,D5
C#-incomplete dominant-seventh chord,C#5
B-dominant seventh chord,B4
F#-minor triad,A4
B-major triad,B4
E-minor trichord,G4
E-minor triad,G4
B-major triad,F#4
G-major triad,B4
A-tritone quartal tetrachord,A4
D-major triad,D5
D-major triad,D5
A-dominant seventh chord,C#5
Major Third with octave doublings above D,D5
D-major triad,A4
E-dominant seventh chord,B4
A#-diminished triad,C#5
Minor Third with octave doublings above B,D5
C#-minor tetramirror,E5
B-minor triad,F#5
C#-half-diminished seventh chord,E5
F#-dominant seventh chord,E5
G-major triad,D5
C#-half-diminished seventh chord,C#5
F#-major triad,C#5
Major Third with octave doublings above B,B4
F#-minor triad,F#4
G#-quartal tetramirror,G#4
F#-minor triad,A4
C#-major triad,G#4
D-major triad,F#4
B-minor triad,F#4
F#-minor triad,A4
C#-major triad,G#4
F#-minor triad,F#4
F#-minor triad,C#5
G#-incomplete minor-seventh chord,B4
F#-minor triad,A4
C#-major triad,G#4
C#-major triad,G#4
F#-minor triad,A4
D-major triad,A4
B-minor triad,B4
E-major triad,B4
A-incomplete major-seventh chord,C#5
C#-dominant seventh chord,C#5
G#-half-diminished seventh chord,B4
F#-major-second minor tetrachord,A4
G#-half-diminished seventh chord,G#4
F#-minor triad,F#4
F#-minor triad,C#5
B-minor triad,B4
B#-diminished seventh chord,A4
G#-dominant seventh chord,G#4
C#-major triad,G#4
F#-minor triad,C#5
B-major triad,B4
B-dominant seventh chord,A4
E-major triad,G#4
C#-major triad,G#4
F#-minor triad,A4
D-major triad,A4
G-major triad,B4
E-major triad,B4
A-major triad,C#5
F#-major triad,C#5
B-minor triad,B4
B#-diminished seventh chord,A4
G#-incomplete dominant-seventh chord,G#4
F#-quartal trichord,G#4
F#-minor triad,F#4
G-major triad,G4
E-minor triad,G4
D-dominant seventh chord,A4
G-major triad,B4
A-dominant seventh chord,C#5
D-major triad,D5
D-quartal trichord,D5
A-incomplete dominant-seventh chord,C#5
D-major triad,D5
B-major triad,B4
C-major triad,C5
G-major triad,B4
D-dominant seventh chord,A4
G-major-second major tetrachord,B4
G-quartal trichord,A4
G-major triad,G4
D-major triad,A4
D-major triad,A4
B-incomplete minor-seventh chord,B4
A-minor triad,C5
D#-diminished seventh chord,C5
A-quartal trichord,B4
A-quartal trichord,A4
E-major triad,B4
A-minor triad,A4
E-minor triad,B4
E-minor triad,B4
E-dominant seventh chord,B4
A-minor triad,C5
D-dominant seventh chord,D5
A#-diminished seventh chord,E5
E-quartal trichord,E5
B-incomplete dominant-seventh chord,D#5
E-minor triad,E5
D-major triad,F#5
G-major triad,G5
Major Third with octave doublings above G,B4
C-major seventh chord,C5
G-whole-tone trichord,B4
A-dominant seventh chord,A4
D-major triad,A4
G-major triad,D5
C-whole-tone trichord,E5
D-incomplete dominant-seventh chord,D5
C-major seventh chord,C5
G-major triad,B4
C-quartal trichord,C5
A-minor seventh chord,A4
G-major triad,G4
G-major triad,G4
E-minor triad,G4
F#-quartal tetramirror,A4
E-minor triad,B4
A-minor seventh chord,A4
C-quartal trichord,G4
A-minor seventh chord,A4
D-major triad,A4
G-major triad,B4
C-major triad,G4
F#-half-diminished seventh chord,A4
G-major triad,B4
C-major seventh chord,C5
B-minor triad,D5
C-quartal trichord,C5
G-major triad,B4
G-quartal trichord,A4
Perfect Fourth with octave doublings above D,G4
D-dominant seventh chord,A4
G-major triad,G4
G-major triad,B4
G-major triad,B4
G-quartal trichord,A4
G-incomplete major-seventh chord,G4
E-quartal trichord,F#4
E-minor triad,G4
F#-incomplete minor-seventh chord,A4
G-major-second major tetrachord,B4
D-major triad,A4
D-major triad,A4
G-major triad,G4
B-minor triad,F#4
G-major triad,G4
G-major triad,D4
E-minor triad,G4
F#-half-diminished seventh chord,A4
B-major triad,B4
E-minor triad,G4
F#-quartal tetramirror,A4
E-minor triad,B4
C-major triad,C5
Minor Third with octave doublings above B,D5
C-quartal trichord,C5
G-major triad,B4
G-quartal trichord,A4
Perfect Fourth with octave doublings above D,G4
D-dominant seventh chord,A4
G-major triad,G4
A-major triad,C#5
D-major triad,A4
G#-perfect-fourth diminished tetrachord,B4
A-major triad,C#5
B-incomplete minor-seventh chord,D5
A-major triad,E5
D-major seventh chord,D5
C#-major triad,C#5
F#-minor triad,C#5
D-major triad,D5
A-major triad,E5
A-major triad,E5
E-major triad,B4
C#-major triad,C#5
C#-dominant seventh chord,B4
F#-major-second minor tetrachord,A4
E-major triad,G#4
E-dominant seventh chord,E4
A-major triad,A4
B-minor triad,B4
A-major triad,C#5
B-quartal tetramirror,D5
A-major triad,E5
B-minor triad,D5
D-major seventh chord,C#5
E-major triad,B4
C#-major triad,C#5
F#-minor triad,A4
G#-incomplete minor-seventh chord,B4
A-major triad,C#5
B-quartal tetramirror,D5
F#-dominant seventh chord,E5
B-minor triad,D5
F#-major triad,C#5
F#-minor triad,C#5
D-major triad,D5
A-major triad,E5
A-major triad,E5
B-dominant seventh chord,B4
C#-minor triad,C#5
F#-minor seventh chord,A4
E-major triad,G#4
E-dominant seventh chord,E4
A-major triad,A4
B-minor triad,B4
A-major triad,C#5
B-quartal tetramirror,D5
A-major triad,E5
D-major triad,D5
A-major triad,C#5
E-dominant seventh chord,B4
A-major triad,A4
F#-major triad,F#4
B-minor triad,B4
C#-incomplete minor-seventh chord,C#5
Minor Third with octave doublings above B,D5
E-major triad,E5
A-phrygian tetrachord,C#5
C#-incomplete dominant-seventh chord,B4
F#-minor triad,A4
F#-minor triad,A4
B-minor triad,B4
E-minor triad,B4
A#-diminished seventh chord,C#5
E-minor-diminished tetrachord,B4
F#-dominant seventh chord,C#5
B-minor triad,F#4
B-minor triad,F#5
E-minor triad,E5
G-major seventh chord,D5
D-major triad,D5
A-major triad,C#5
D-major triad,D5
A-major triad,C#5
D-major triad,D5
D-quartal trichord,E5
D-major triad,F#5
B-minor seventh chord,F#5
A-major triad,E5
E-dominant seventh chord,D5
A-major triad,C#5
F#-major triad,C#5
D-augmented major tetrachord,D5
F#-dominant seventh chord,E5
B-major-second minor tetrachord,D5
B-quartal trichord,C#5
B-dominant seventh chord,B4
E-minor triad,B4
E-minor triad,B4
C#-half-diminished seventh chord,C#5
E-minor seventh chord,D5
C#-major triad,C#5
C#-incomplete dominant-seventh chord,B4
F#-minor triad,A4
G-major seventh chord,G4
D-major triad,F#4
B-minor triad,B4
B-minor triad,B4
C#-diminished triad,C#5
F#-dominant seventh chord,A#4
B-major triad,B4
A-major triad,C#5
D-major triad,D5
C#-minor triad,E5
F#-minor seventh chord,E5
B-incomplete minor-seventh chord,D5
A-major triad,C#5
E-major triad,B4
E-major triad,B4
A-major triad,C#5
D-major triad,D5
E-major triad,E5
E-dominant seventh chord,D5
A-major-second major tetrachord,C#5
B-minor seventh chord,B4
E-major triad,B4
A-major triad,A4
E-major triad,B4
A#-major-third diminished tetrachord,C#5
B-minor triad,D5
B-minor triad,D5
B-quartal trichord,C#5
F#-major triad,C#5
B-minor triad,B4
B-minor triad,D5
A-major triad,E5
D-major triad,F#5
D-major triad,F#5
E-minor seventh chord,E5
A-major triad,E5
D-major triad,D5
A-major triad,C#5
D-major triad,D5
E-minor triad,E5
A#-diminished seventh chord,E5
B-major-second minor tetrachord,D5
C#-incomplete minor-seventh chord,C#5
E-major triad,B4
E-major triad,B4
A-major triad,C#5
D-all-interval tetrachord,D5
E-major triad,E5
E-incomplete dominant-seventh chord,D5
A-major triad,C#5
B-minor seventh chord,B4
E-major triad,B4
A-major triad,A4
A-major triad,C#5
E-perfect-fourth major tetrachord,B4
D-major triad,A4
B-minor triad,B4
A-major triad,C#5
D-quartal trichord,D5
A-major triad,E5
B-minor seventh chord,D5
A-major triad,C#5
A-major triad,C#5
B-quartal tetramirror,D5
A-major triad,E5
A-major triad,E5
E-major triad,B4
A-major triad,C#5
C#-minor seventh chord,B4
F#-minor seventh chord,A4
E-major triad,G#4
E-major triad,E4
A-major triad,A4
G#-perfect-fourth diminished tetrachord,B4
A-major triad,C#5
G#-minor-second diminished tetrachord,B4
A-major triad,C#5
B-minor triad,D5
E-major triad,B4
C#-major triad,C#5
C#-dominant seventh chord,B4
F#-minor triad,A4
C#-minor seventh chord,B4
A-major triad,C#5
B-incomplete minor-seventh chord,D5
A-major triad,E5
D-major seventh chord,D5
A-major triad,C#5
F#-minor triad,C#5
D-major triad,D5
E-major triad,E5
E-major triad,E5
E-major triad,B4
C#-minor triad,C#5
G#-minor seventh chord,B4
A-major seventh chord,A4
E-major triad,G#4
Minor Third with octave doublings above C#,E4
F#-minor triad,A4
C#-minor seventh chord,B4
A-major triad,C#5
B-quartal tetramirror,D5
A-major triad,E5
D-major triad,D5
C#-minor triad,C#5
A-quartal trichord,B4
A-major triad,A4
D-major triad,F#4
G-major triad,B4
D-major triad,A4
E-minor triad,G4
D-major triad,F#4
E-minor seventh chord,E4
D-major triad,F#4
F#-major triad,C#5
B-major-second minor tetrachord,D5
B-minor triad,D5
B-quartal trichord,C#5
Perfect Fourth with octave doublings above F#,B4
F#-major triad,C#5
Minor Third with octave doublings above B,B4
B-minor triad,D5
C#-diminished triad,C#5
E-minor triad,B4
D-major triad,A4
G-major triad,B4
C#-diminished triad,C#5
G-major triad,D5
D-major triad,D5
D-major triad,A4
G-major triad,B4
F#-half-diminished seventh chord,A4
E-major-second minor tetrachord,G4
E-minor triad,G4
B-major triad,F#4
E-dominant seventh chord,D5
A-major triad,C#5
B-quartal tetramirror,D5
A-major triad,E5
B-minor triad,D5
A-major triad,C#5
B-minor seventh chord,B4
A-major triad,C#5
D-major triad,F#4
E-minor triad,G4
D-major triad,F#4
A-major triad,E4
F#-minor seventh chord,A4
C#-diminished triad,G4
D-phrygian tetrachord,F#4
F-major triad,C5
G-incomplete minor-seventh chord,B-4
Minor Third above A,C5
Bb-major triad,D5
Bb-major triad,D5
G-incomplete minor-seventh chord,B-4
F-major triad,C5
F-major triad,A4
Major Third above F,A4
C-incomplete dominant-seventh chord,B-4
C-incomplete dominant-seventh chord,B-4
Perfect Fifth above C,G4
F-major triad,A4
F-major seventh chord,F5
C-major triad,E5
D-minor triad,F5
D-minor seventh chord,A4
G-minor seventh chord,G4
Major Third with octave doublings above C,C5
C-incomplete dominant-seventh chord,B-4
Major Third with octave doublings above C,C5
C-incomplete dominant-seventh chord,B-4
F-major-second major tetrachord,A4
F-quartal trichord,G4
F-major triad,F4
Bb-major-ninth chord,F4
Bb-major-ninth chord,F4
Bb-major-ninth chord,F4
F-major pentachord,F4
F-major triad,F4
F-major triad,C4
C-incomplete dominant-seventh chord,C4
C-incomplete dominant-seventh chord,C4
C-incomplete dominant-seventh chord,C4
C-major triad,C4
F-major triad,C4
F-major triad,A3
F-major seventh chord,F5
A-minor seventh chord,E5
D-minor triad,F5
D-minor seventh chord,A4
G-minor seventh chord,G4
A-major triad,A4
A-flat-ninth pentachord,B-4
A-major triad,A4
D-perfect-fourth minor tetrachord,G4
D-minor triad,F4
C-major triad,G4
C-major pentachord,F4
C-major triad,G4
C-dominant seventh chord,B-4
C-dominant seventh chord,B-4
F-major-ninth chord,A4
F-major triad,A4
F-major triad,C5
G-incomplete minor-seventh chord,B-4
Minor Third above A,C5
Bb-major triad,D5
Bb-major triad,D5
G-incomplete minor-seventh chord,B-4
F-major triad,C5
F-major triad,A4
Major Third above F,A4
C-incomplete dominant-seventh chord,B-4
C-incomplete dominant-seventh chord,B-4
Perfect Fifth above C,G4
F-major triad,A4
F-major seventh chord,F5
C-major triad,E5
D-minor triad,F5
D-minor seventh chord,A4
G-minor seventh chord,G4
Major Third with octave doublings above C,C5
C-incomplete dominant-seventh chord,B-4
Major Third with octave doublings above C,C5
C-incomplete dominant-seventh chord,B-4
F-major-second major tetrachord,A4
F-quartal trichord,G4
F-major triad,F4
Bb-major-ninth chord,F4
Bb-major-ninth chord,F4
Bb-major-ninth chord,F4
F-major pentachord,F4
F-major triad,F4
F-major triad,C4
C-incomplete dominant-seventh chord,C4
C-incomplete dominant-seventh chord,C4
C-incomplete dominant-seventh chord,C4
C-major triad,C4
F-major triad,C4
F-major triad,A3
F-major seventh chord,F5
A-minor seventh chord,E5
D-minor triad,F5
D-minor seventh chord,A4
G-minor seventh chord,G4
A-major triad,A4
A-flat-ninth pentachord,B-4
A-major triad,A4
D-perfect-fourth minor tetrachord,G4
D-minor triad,F4
C-major triad,G4
C-major pentachord,F4
C-major triad,G4
C-dominant seventh chord,B-4
C-dominant seventh chord,B-4
F-major-ninth chord,A4
F-major triad,A4
Minor Sixth with octave doublings above A,A4
F-phrygian tetrachord,G4
D-minor triad,A4
D-dominant seventh chord,C5
D-dominant seventh chord,C5
G-major triad,B4
G-major triad,B4
G-dominant seventh chord,G4
D-minor triad,F4
E-minor-diminished ninth chord,G4
C-major triad,G4
C-major triad,G4
C-major triad,C4
C-major triad,C4
F-major triad,C4
F-major triad,C4
D-incomplete minor-seventh chord,C4
C-major triad,C4
C-major triad,C4
Major Third with octave doublings above C,C4
D-quartal tetramirror,C4
D-quartal tetramirror,C4
G-perfect-fourth major tetrachord,C4
C-major triad,C4
A-dominant seventh chord,A3
E-major pentatonic,A3
A-dominant seventh chord,A3
A-dominant seventh chord,A3
D-minor triad,A3
D-minor triad,F3
F-dominant seventh chord,F3
D-minor seventh chord,F3
F-dominant seventh chord,F3
